"hour","count","request_type","division","section"
19,6,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
19,12,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
19,16,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
19,10,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
19,2,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
19,6,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
19,4,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
19,4,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
19,2,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
19,2,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
19,2,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
19,4,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
19,4,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
19,2,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
19,4,"Road - Cleaning/Debris","Transportation Services","Road Operations "
19,2,"Road - Damaged","Transportation Services","Road Operations "
19,2,"Road - Sinking","Transportation Services","Road Operations "
19,6,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
19,8,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
19,4,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
19,4,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
19,2,"Signs","Municipal Licensing & Standards","District Enforcement"
19,2,"Speed Bumps in Laneway","Transportation Services","Traffic Ops - Traffic Engineering"
19,6,"Stemming","Urban Forestry","Forestry Operations"
19,4,"Storm Clean Up","Urban Forestry","Forestry Operations"
19,14,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
19,2,"Walkway - damaged","Transportation Services","Road Operations "
19,6,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
19,4,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
19,4,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
19,12,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
19,10,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
19,10,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
19,2,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
19,10,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
19,2,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
19,6,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
19,6,"Zoning","Municipal Licensing & Standards","District Enforcement"
20,8,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
20,4,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
20,4,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
20,4,"Bin Investigation Request","Solid Waste Management Services","Collections"
20,2,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
20,18,"Election Signs","Municipal Licensing & Standards","District Enforcement"
20,4,"General Pruning","Urban Forestry","Forestry Operations"
20,2,"General Tree Maintenance","Urban Forestry","Forestry Operations"
20,2,"Graffiti","Municipal Licensing & Standards","District Enforcement"
20,4,"Hydrant-After Usage Test","Toronto Water","District Ops - Operations & Maintenance"
20,2,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
20,2,"IPM Inspection","Urban Forestry","Forestry and Natural Environment Management"
20,2,"Lane Designation","Transportation Services","Traffic Ops - Traffic Engineering"
20,6,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
20,2,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
20,4,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
20,2,"Maintenance Hole - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
20,2,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
20,4,"Missing/Faded Pavement Markings","Transportation Services","TMC - Signs & Markings"
20,2,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
20,2,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
20,2,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
20,4,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
20,2,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
20,40,"Noise","Municipal Licensing & Standards","District Enforcement"
20,14,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
20,2,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
20,24,"Property Standards","Municipal Licensing & Standards","District Enforcement"
20,2,"PXO Maintenance","Transportation Services","TMC - TPIM"
20,2,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
20,22,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
20,8,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
20,2,"Res / Nite Organic / Missed","Solid Waste Management Services","Collections"
20,2,"Res / Nite Recycle / Missed","Solid Waste Management Services","Collections"
20,2,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
20,18,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
20,16,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
20,2,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
20,8,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
20,38,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
20,4,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
20,2,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
20,12,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
20,2,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
20,2,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
20,4,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
20,92,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
20,14,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
20,2,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
20,6,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
20,16,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
20,6,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
20,4,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
20,2,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
20,2,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
20,2,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
20,6,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
20,2,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
20,2,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
20,10,"Road - Cleaning/Debris","Transportation Services","Road Operations "
20,6,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
20,8,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
20,4,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
20,4,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
20,2,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
20,4,"Stemming","Urban Forestry","Forestry Operations"
20,10,"Storm Clean Up","Urban Forestry","Forestry Operations"
20,10,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
20,6,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
20,4,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
20,2,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
20,4,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
20,4,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
20,2,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
20,10,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
20,4,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
20,2,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
20,8,"Zoning","Municipal Licensing & Standards","District Enforcement"
21,2,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
21,2,"ABCD's / Nite Recycle Blue Box Missed","Solid Waste Management Services","Collections"
21,10,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
21,2,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
21,12,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
21,16,"Bin Investigation Request","Solid Waste Management Services","Collections"
21,4,"Block Pruning","Urban Forestry","Forestry Operations"
21,2,"Bridge - Graffiti Complaint","Transportation Services","Road Operations "
21,2,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
21,2,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
21,2,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
21,2,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
21,4,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
21,2,"Complaint regarding Contractor","Transportation Services","Road Operations "
21,18,"Election Signs","Municipal Licensing & Standards","District Enforcement"
21,12,"General Pruning","Urban Forestry","Forestry Operations"
21,4,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
21,2,"Litter / Bin / Removal","Solid Waste Management Services","Collections"
21,2,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
21,4,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
21,2,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
21,2,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
21,2,"Multi-Res / Garbage Pile / Missed","Solid Waste Management Services","Collections"
21,2,"Multi-Res / Nite Garbage Pile / Missed","Solid Waste Management Services","Collections"
